fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed_2,fixed_3,fixed_4,volatile_2,density_2,density_3,citric_2,residual_2,chlorides_2,free_2,total_2,pH_2,sulphates_2,alcohol_2
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,132.25,1520.875,17490.0625,0.3481,0.99760144,0.996404318,0.3481,6.76,0.007569,169,2401,0.99760144,10.1124,0.4225
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,75.69,658.503,5728.9761,0.585225,0.99261369,0.988941019,0.0484,5.29,0.004096,81,1764,0.99261369,9.61,0.3025
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,43.56,287.496,1897.4736,0.540225,0.99880036,0.99820108,0.0004,62.41,0.014884,4624,15376,0.99880036,12.0409,0.2809
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,59.29,456.533,3515.3041,0.0676,0.98982601,0.984777897,0.09,2.89,0.003481,400,1444,0.98982601,10.8241,0.2209
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,148.84,1815.848,22153.3456,0.2304,1,1,0.2916,6.76,0.007225,361,4096,1,9.61,0.3721
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,129.96,1481.544,16889.6016,0.36,0.99880036,0.99820108,0.2401,7.29,0.007225,100,1681,0.99880036,9.9225,0.3969
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,59.29,456.533,3515.3041,0.4761,0.99480676,0.992220262,0.0025,7.29,0.005625,225,729,0.99480676,10.6276,0.3721
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,75.69,658.503,5728.9761,0.0961,0.99321156,0.989834641,0.2116,1.96,0.003481,121,625,0.99321156,11.2896,0.5776
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,96.04,941.192,9223.6816,0.1936,0.99620361,0.994310823,0.2209,6.25,0.003969,81,784,0.99620361,10.4976,0.4225
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,144,1728,20736,0.1521,0.99920016,0.99880048,0.4356,9,0.008649,144,900,0.99920016,10.1124,0.3969
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,108.16,1124.864,11698.5856,0.1156,0.994009,0.991026973,0.3364,13.69,0.030276,36,256,0.994009,10.1761,0.49
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,156.25,1953.125,24414.0625,0.2116,0.99620361,0.994310823,0.2401,20.25,0.0049,676,2401,0.99620361,9.3025,0.3249
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,81,729,6561,0.1849,0.99740169,0.996105068,0.1156,6.25,0.0064,676,7396,0.99740169,11.4244,0.3844
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,82.81,753.571,6857.4961,0.2025,0.99740169,0.996105068,0.1225,5.76,0.0064,529,6084,0.99740169,11.4244,0.3844
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,50.41,357.911,2541.1681,0.540225,0.99321156,0.989834641,0.0256,3.61,0.01,225,5929,0.99321156,10.6929,0.4096
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,98.01,970.299,9605.9601,0.16,0.99720196,0.995805877,0.2809,44.89,0.009409,36,361,0.99720196,10.6929,0.6724
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,77.44,681.472,5996.9536,0.2704,0.99640324,0.994609714,0.1156,7.29,0.007569,576,14884,0.99640324,10.6276,0.3721
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,73.96,636.056,5470.0816,0.525625,1.00280196,1.004205883,0.0576,43.56,0.013689,961,17956,1.00280196,11.0224,1.1449
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,112.36,1191.016,12624.7696,0.2304,0.994009,0.991026973,0.4096,4.84,0.012321,36,400,0.994009,10.6276,0.4356
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,49,343,2401,0.3364,0.99121936,0.986857995,0.0144,3.61,0.008281,1156,15376,0.99121936,11.8336,0.2304
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,141.61,1685.159,20053.3921,0.1444,0.99920016,0.99880048,0.2601,4,0.014641,49,400,0.99920016,10.4976,0.5776
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,46.24,314.432,2138.1376,0.5929,0.99520576,0.992817266,0,3.24,0.004356,1156,2704,0.99520576,13.1044,0.4624
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,90.25,857.375,8145.0625,0.3136,0.99440784,0.991623498,0.1089,5.76,0.007921,1225,4489,0.99440784,10.7584,0.5329
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,43.56,287.496,1897.4736,0.7056,0.99042304,0.985669009,0.0009,5.29,0.003481,1024,2304,0.99042304,12.3904,0.3136
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,59.29,456.533,3515.3041,0.9216,0.99102025,0.986560659,0.04,4,0.002209,225,3600,0.99102025,11.2896,0.1936
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,110.25,1157.625,12155.0625,0.0576,0.99560484,0.993414509,0.2209,4.41,0.004356,36,576,0.99560484,9.9225,0.81
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,59.29,456.533,3515.3041,0.9216,0.99102025,0.986560659,0.04,4,0.002209,225,3600,0.99102025,11.2896,0.1936
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,43.56,287.496,1897.4736,0.7056,0.99042304,0.985669009,0.0009,5.29,0.003481,1024,2304,0.99042304,12.3904,0.3136
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,40.96,262.144,1677.7216,0.4489,0.98982601,0.984777897,0.0064,4.41,0.002025,361,2304,0.98982601,12.1801,0.2401
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,90.25,857.375,8145.0625,0.6084,0.99760144,0.996404318,0.0484,3.61,0.005929,36,1024,0.99760144,10.6276,0.3136
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,82.81,753.571,6857.4961,0.2704,0.99560484,0.993414509,0.1089,1.69,0.0049,81,900,0.99560484,10.4976,0.36
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,163.84,2097.152,26843.5456,0.7056,0.99940009,0.99910027,0.3969,5.76,0.007744,169,1225,0.99940009,9.61,0.36
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,110.25,1157.625,12155.0625,0.0576,0.99560484,0.993414509,0.2209,4.41,0.004356,36,576,0.99560484,9.9225,0.81
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,60.84,474.552,3701.5056,0.3025,0.99480676,0.992220262,0.1225,4.84,0.005476,441,4356,0.99480676,10.5625,0.3136
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,141.61,1685.159,20053.3921,0.1369,0.99161764,0.987452846,0.4761,5.29,0.006084,144,576,0.99161764,9,0.4225
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,151.29,1860.867,22888.6641,0.1521,1.00080016,1.00120048,0.3969,5.29,0.008281,36,324,1.00080016,9.9856,0.2401
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,108.16,1124.864,11698.5856,0.1681,0.99920016,0.99880048,0.3025,10.24,0.005776,484,2916,0.99920016,9.9225,0.7921
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,151.29,1860.867,22888.6641,0.1521,1.00080016,1.00120048,0.3969,5.29,0.008281,36,324,1.00080016,9.9856,0.2401
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,64,512,4096,0.4489,0.99161764,0.987452846,0.09,4,0.0036,1444,3844,0.99161764,10.6276,0.3136
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,123.21,1367.631,15180.7041,0.2025,0.99720196,0.995805877,0.5329,10.24,0.004356,36,484,0.99720196,10.0489,0.4356
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,108.16,1124.864,11698.5856,0.1681,0.99920016,0.99880048,0.3025,10.24,0.005776,484,2916,0.99920016,9.9225,0.7921
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,49,343,2401,0.3844,0.99022401,0.985371912,0.0324,2.25,0.003844,49,2500,0.99022401,9.4864,0.36
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,158.76,2000.376,25204.7376,0.0961,0.99740169,0.996105068,0.5184,4.84,0.005184,36,841,0.99740169,8.2944,0.6724
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,141.61,1685.159,20053.3921,0.16,0.99760144,0.996404318,0.4225,4.6225,0.004624,49,729,0.99760144,9.3636,0.4624
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,243.36,3796.416,59224.0896,0.469225,1.00641024,1.009630753,0.5776,13.69,0.01,36,1849,1.00641024,8.7025,0.4624
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,100,1000,10000,0.1936,0.99261369,0.988941019,0.2401,7.29,0.005929,121,361,0.99261369,10.4329,0.3969
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,28.09,148.877,789.0481,0.3249,0.98684356,0.980330393,0.0001,2.89,0.002916,25,729,0.98684356,12.7449,0.7056
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,90.25,857.375,8145.0625,0.540225,0.99720196,0.995805877,0.01,4.41,0.006241,36,961,0.99720196,10.4329,0.3136
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,156.25,1953.125,24414.0625,0.1444,0.99920016,0.99880048,0.36,6.76,0.006561,961,5184,0.99920016,9.61,0.5329
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,86.49,804.357,7480.5201,0.2304,0.99361024,0.990430687,0.0841,4.41,0.016129,36,256,0.99361024,10.3684,0.5184
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,73.96,636.056,5470.0816,0.2809,0.99341089,0.990132634,0.0484,4,0.01,49,729,0.99341089,10.24,0.3136
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,141.61,1685.159,20053.3921,0.1521,0.99880036,0.99820108,0.4761,7.84,0.009025,289,1225,0.99880036,9.61,0.3721
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,141.61,1685.159,20053.3921,0.1521,0.99880036,0.99820108,0.4761,7.84,0.009025,289,1225,0.99880036,9.61,0.3721
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,70.56,592.704,4978.7136,0.1369,0.99580441,0.993713221,0.2809,3.24,0.170569,81,676,0.99580441,9.3636,1.1236
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,46.24,314.432,2138.1376,0.3136,0.99361024,0.990430687,0.0009,2.89,0.007056,324,1225,0.99361024,11.8336,0.3969
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,108.16,1124.864,11698.5856,0.1089,0.99960004,0.99940012,0.3969,7.84,0.007056,25,484,0.99960004,10.6276,0.5476
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,49,343,2401,0.0529,0.99042304,0.985669009,0.16,2.56,0.003969,441,4489,0.99042304,12.25,0.3969
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,127.69,1442.897,16304.7361,0.3844,0.99760144,0.996404318,0.4489,27.04,0.007396,36,361,0.99760144,10.3684,0.4761
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,79.21,704.969,6274.2241,0.3481,0.99720196,0.995805877,0.1521,5.29,0.009025,25,484,0.99720196,11.3569,0.3364
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,84.64,778.688,7163.9296,0.3969,0.99760144,0.996404318,0.0441,7.29,0.009409,841,4225,0.99760144,10.7584,0.3364
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,108.16,1124.864,11698.5856,0.1089,0.99960004,0.99940012,0.3969,7.84,0.007056,25,484,0.99960004,10.6276,0.5476
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,134.56,1560.896,18106.3936,0.3364,1.00160064,1.002401921,0.4356,4.84,0.005476,100,2209,1.00160064,10.5625,0.3249
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,84.64,778.688,7163.9296,0.1849,0.99520576,0.992817266,0.2704,5.29,0.006889,196,529,0.99520576,11.2225,0.3721
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,68.89,571.787,4745.8321,0.378225,0.99640324,0.994609714,0.0484,6.76,0.007569,36,361,0.99640324,10.6276,0.3721
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,121,1331,14641,0.0676,0.994009,0.991026973,0.4624,6.5025,0.007225,100,625,0.994009,10.1124,0.3721
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,65.61,531.441,4304.6721,0.4356,0.99440784,0.991623498,0.49,4.84,0.009604,625,16641,0.99440784,9.4864,0.2809
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,132.25,1520.875,17490.0625,0.099225,0.99740169,0.996105068,0.2916,4.41,0.007056,25,225,0.99740169,8.8804,0.49
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,100,1000,10000,0.0841,1.00120036,1.00180108,0.16,8.41,0.009604,100,676,1.00120036,12.1104,0.8281
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,106.09,1092.727,11255.0881,0.25,0.99640324,0.994609714,0.1764,4,0.004761,441,2601,0.99640324,9.9856,0.5184
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,77.44,681.472,5996.9536,0.2116,0.98942809,0.984184121,0.2025,6.76,0.004225,49,324,0.98942809,11.0224,0.6241
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,129.96,1481.544,16889.6016,0.1296,1,1,0.4761,4.41,0.0081,36,441,1,10.0489,0.3844
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,75.69,658.503,5728.9761,0.6724,0.99042304,0.985669009,0.0004,1.44,0.0049,1296,2304,0.99042304,10.24,0.3364
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,169,2197,28561,0.1024,0.99920016,0.99880048,0.4225,6.76,0.008649,225,2209,0.99920016,9.3025,0.3721
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,92.16,884.736,8493.4656,0.2916,0.994009,0.991026973,0.1764,5.76,0.006561,625,2704,0.994009,10.24,0.5041
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,156.25,1953.125,24414.0625,0.1369,0.99900025,0.99850075,0.3025,6.76,0.006889,625,4624,0.99900025,9.9225,0.6724
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,98.01,970.299,9605.9601,0.1225,0.99420841,0.991325206,0.3025,4.41,0.003844,25,196,0.99420841,10.6276,0.6241
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,110.25,1157.625,12155.0625,0.0784,0.99640324,0.994609714,0.2601,2.89,0.0064,100,576,0.99640324,10.24,0.7921
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,92.16,884.736,8493.4656,0.4624,0.99760144,0.996404318,0.0576,4.84,0.007569,25,784,0.99760144,9.8596,0.36
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,86.49,804.357,7480.5201,0.0729,0.996004,0.994011992,0.1681,4,0.008281,36,256,0.996004,10.7584,0.49
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,108.16,1124.864,11698.5856,0.0576,0.99540529,0.993115858,0.2401,3.24,0.005625,36,400,0.99540529,10.1124,1.1236
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,92.16,884.736,8493.4656,0.4624,0.99760144,0.996404318,0.0576,4.84,0.007569,25,784,0.99760144,9.8596,0.36
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,88.36,830.584,7807.4896,0.469225,0.99680256,0.995207676,0.0121,7.29,0.005929,36,961,0.99680256,10.1761,0.49
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,112.36,1191.016,12624.7696,0.0784,1.00520676,1.007820298,0.1521,240.25,0.004761,36,529,1.00520676,9.7344,0.4356
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,88.36,830.584,7807.4896,0.09,0.99281296,0.989238833,0.3136,7.84,0.0064,36,289,0.99281296,9.9225,0.8464
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,112.36,1191.016,12624.7696,0.1296,0.99720196,0.995805877,0.3481,4.84,0.023104,36,324,0.99720196,9.2416,1.1025
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,112.36,1191.016,12624.7696,0.1296,0.99720196,0.995805877,0.36,4.84,0.023104,49,324,0.99720196,9.2416,1.1236
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,112.36,1191.016,12624.7696,0.1936,0.994009,0.991026973,0.4624,16.81,0.012996,36,576,0.994009,9.3636,0.4356
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,104.04,1061.208,10824.3216,0.4489,0.99520576,0.992817266,0.1521,3.61,0.002916,36,289,0.99520576,10.0489,0.2209
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,104.04,1061.208,10824.3216,0.4489,0.99520576,0.992817266,0.1521,3.61,0.002916,36,289,0.99520576,10.0489,0.2209
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,104.04,1061.208,10824.3216,0.416025,0.99640324,0.994609714,0.1296,3.24,0.002809,25,196,0.99640324,10.0489,0.1764
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,134.56,1560.896,18106.3936,0.1024,1.00040004,1.00060012,0.3025,7.84,0.006561,1225,4489,1.00040004,11.0224,0.8464
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,86.49,804.357,7480.5201,0.1521,0.99680256,0.995207676,0.16,6.76,0.005329,100,676,0.99680256,11.1556,0.5625
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,86.49,804.357,7480.5201,0.600625,0.99680256,0.995207676,0.0729,7.84,0.006084,576,3136,0.99680256,10.9561,0.4489
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,84.64,778.688,7163.9296,0.1681,0.99042304,0.985669009,0.25,6.25,0.003025,144,625,0.99042304,11.1556,0.6241
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,79.21,704.969,6274.2241,0.16,0.990025,0.985074875,0.2601,6.76,0.002704,169,729,0.990025,11.0224,0.81
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,75.69,658.503,5728.9761,0.4761,1.00040004,1.00060012,0.0961,9,0.007396,529,6561,1.00040004,12.1104,0.5476
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,42.25,274.625,1785.0625,0.1521,0.99042304,0.985669009,0.0529,68.89,0.002601,784,8281,0.99042304,11.8336,0.3025
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,114.49,1225.043,13107.9601,0.1225,0.99440784,0.991623498,0.2809,6.76,0.0049,25,256,0.99440784,9.9225,0.4225
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,60.84,474.552,3701.5056,0.2704,0.99680256,0.995207676,0.0625,3.61,0.006561,196,1444,0.99680256,11.7649,0.4225
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,51.84,373.248,2687.3856,0.1156,0.99321156,0.989834641,0.1024,6.25,0.0081,1849,12769,0.99321156,11.0224,0.6241
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,114.49,1225.043,13107.9601,0.1225,0.99440784,0.991623498,0.2809,6.76,0.0049,25,256,0.99440784,9.9225,0.4225
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,75.69,658.503,5728.9761,0.4761,1.00040004,1.00060012,0.0961,9,0.007396,529,6561,1.00040004,12.1104,0.5476
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,60.84,474.552,3701.5056,0.2704,0.99680256,0.995207676,0.0625,3.61,0.006561,196,1444,0.99680256,11.7649,0.4225
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,108.16,1124.864,11698.5856,0.1936,0.998001,0.997002999,0.5329,42.9025,0.005476,1444,5776,0.998001,10.0489,0.7225
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,108.16,1124.864,11698.5856,0.1936,0.998001,0.997002999,0.5329,42.9025,0.005476,1444,5776,0.998001,10.0489,0.7225
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,110.25,1157.625,12155.0625,0.0676,0.99520576,0.992817266,0.2209,3.61,0.006084,36,576,0.99520576,10.1124,1.0816
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,110.25,1157.625,12155.0625,0.0576,0.99520576,0.992817266,0.1764,3.24,0.005929,36,484,0.99520576,10.3041,1.1025
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,104.04,1061.208,10824.3216,0.2401,0.99361024,0.990430687,0.3969,8.41,0.005184,100,676,0.99361024,9.9856,0.6084
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,108.16,1124.864,11698.5856,0.0576,0.99520576,0.992817266,0.2116,3.24,0.005625,36,441,0.99520576,10.5625,1.0404
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,125.44,1404.928,15735.1936,0.4489,1,1,0.3025,5.29,0.007056,36,169,1,10.0489,0.5041
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,100,1000,10000,0.3481,0.99880036,0.99820108,0.0961,4.84,0.0081,676,3844,0.99880036,10.1124,0.3969
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,176.89,2352.637,31290.0721,0.0841,0.99720196,0.995805877,0.5625,7.84,0.007056,529,1849,0.99720196,9.2416,0.4624
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,153.76,1906.624,23642.1376,0.1764,0.99560484,0.993414509,0.2401,21.16,0.005329,361,1849,0.99560484,9.1204,0.3721
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,100,1000,10000,0.3481,0.99880036,0.99820108,0.0961,4.84,0.0081,676,3844,0.99880036,10.1124,0.3969
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,114.49,1225.043,13107.9601,0.16,0.996004,0.994011992,0.2304,4.41,0.015625,225,2401,0.996004,9.1809,0.6561
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,110.25,1157.625,12155.0625,0.2601,0.99460729,0.99192185,0.4096,5.76,0.011449,36,225,0.99460729,9.5481,0.4356
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,110.25,1157.625,12155.0625,0.2601,0.99460729,0.99192185,0.4096,5.76,0.011449,36,225,0.99460729,9.5481,0.4356
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,72.25,614.125,5220.0625,0.429025,1.002001,1.003003001,0.2401,37.21,0.014884,1156,22801,1.002001,10.9561,1.2996
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,156.25,1953.125,24414.0625,0.36,1.002001,1.003003001,0.2401,18.49,0.01,25,196,1.002001,10.5625,0.5476
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,108.16,1124.864,11698.5856,0.3721,0.99880036,0.99820108,0.2401,4.41,0.04,25,256,0.99880036,9.9856,0.3969
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,118.81,1295.029,14115.8161,0.0441,0.99440784,0.991623498,0.2401,7.84,0.007744,121,1024,0.99440784,10.3684,0.4624
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,53.29,389.017,2839.8241,0.133225,0.99321156,0.989834641,0.2401,6.25,0.007744,1521,11236,0.99321156,11.2896,0.6084
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,96.04,941.192,9223.6816,0.0625,0.99640324,0.994609714,0.2401,7.29,0.007744,225,1089,0.99640324,11.6964,0.81
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,57.76,438.976,3336.2176,0.1681,0.996004,0.994011992,0.2401,4,0.007744,256,1849,0.996004,12.1104,0.4096
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,67.24,551.368,4521.2176,0.1521,0.99580441,0.993713221,0.2401,5.29,0.009801,2209,17689,0.99580441,11.4244,0.9801
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,86.49,804.357,7480.5201,0.16,0.99560484,0.993414509,0.2401,6.25,0.007225,1444,20164,0.99560484,10.3684,0.3025
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,84.64,778.688,7163.9296,0.1849,0.99520576,0.992817266,0.2401,5.76,0.007396,529,13456,0.99520576,10.4329,0.4096
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,108.16,1124.864,11698.5856,0.4096,0.99960004,0.99940012,0.0576,7.84,0.011025,841,2809,0.99960004,10.4976,0.4489
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,53.29,389.017,2839.8241,0.133225,0.99321156,0.989834641,0.2401,6.25,0.007744,1521,11236,0.99321156,11.2896,0.6084
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,49,343,2401,0.1444,0.99241444,0.988643265,0.2401,6.25,0.009409,1089,7225,0.99241444,11.4921,0.5929
